"id_pesq","pesquisador_padronizado","genero","grande_area","area_macro","grande_area - area_macro_CAPES","area_sub","grande_area_freq","grande_area_score_sum","area","area_freq","area_score_sum","h_index","nivel_producao","nivel_producao_3grupos","i10_index","works_count","cited_by_count","id_inst","inst_padronizada","igc_faixa","tem_igc","igc_categoria","class_instituicao","tipo_ies","tipo_ies_corrigido","grupo_if_ceft","inst_categoria","categoria_administrativa","regiao_corrigida","uf","num_chamadas_participou","ch_2014","ch_2016","ch_2018","ch_2020","ch_2022","ch_2024","oa_author_id","ano_chamada","periodo_vigencia","periodo_vigencia_anos","anos_vigencia"
411,"Jose Romualdo de Sousa Lima","Masculino","Environmental science","Engenharias","Multidisciplinar","geotechnical engineering",109,56.33597817,"Geotechnical engineering",59,4.660346279000001,21,"Muito Alta","Alta produção",36,168,1439,186,"UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","PE",3,0,0,0,1,1,1,"https://openalex.org/A5057360780","2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2020-2021; 2022-2024; 2024-2027","2020-2027",7
412,"Elizabeth Viana Moraes da Costa","Feminino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","phytochemical",1,0.4461212,"Phytochemical",1,0.89514655,1,"Muito Baixa","Baixa produção",0,1,2,187,"UNIVERSIDADE FEDERAL DO AMAPA",3,1,"IGC Médio","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AP",3,0,0,0,1,1,1,"https://openalex.org/A5098234908","2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2020-2021; 2022-2024; 2024-2027","2020-2027",7
413,"Antonio Sergio Monteiro Filocreão","Masculino","Geography","Humanas","Ciências Humanas","humanities",14,5.271641600000001,"Humanities",24,10.83387277,2,"Baixa","Baixa produção",0,37,15,187,"UNIVERSIDADE FEDERAL DO AMAPA",3,1,"IGC Médio","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AP",2,1,1,0,0,0,0,"https://openalex.org/A5055726617","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
414,"Germana Maria Araújo Sales","Feminino","Art","Humanas","Linguística, Letras e Artes","humanities",32,16.3169387,"Humanities",27,16.15389025,1,"Muito Baixa","Baixa produção",0,38,5,188,"UNIVERSIDADE FEDERAL DO AMAZONAS",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AM",2,0,0,0,1,1,0,"https://openalex.org/A5060457221","2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2020-2021; 2022-2024","2020-2024",4
415,"Juarez Antônio Simões Quaresma","Masculino","Medicine","Multidisciplinar","Ciências da Saúde","immunology",223,106.626186226,"Immunology",136,61.24607964999996,33,"Muito Alta","Alta produção",95,273,6909,188,"UNIVERSIDADE FEDERAL DO AMAZONAS",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AM",2,1,1,0,0,0,0,"https://openalex.org/A5009662066","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
416,"Renato da Costa Teixeira","Masculino","Medicine","Humanas","Ciências da Saúde","humanities",67,29.68088295,"Humanities",81,42.2598932,6,"Média","Média produção",2,142,121,188,"UNIVERSIDADE FEDERAL DO AMAZONAS",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AM",2,0,0,1,1,0,0,"https://openalex.org/A5017117846","2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2018-2020; 2020-2021","2018-2021",3
417,"Adriana Malheiro Alle Marie","Feminino","Medicine","Saúde","Ciências da Saúde","internal medicine",3,2.06778674,"Internal medicine",3,1.08650823,1,"Muito Baixa","Baixa produção",0,3,1,188,"UNIVERSIDADE FEDERAL DO AMAZONAS",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AM",1,0,0,0,0,0,1,"https://openalex.org/A5080797462","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
418,"Nelissa Peralta Bezerra","Feminino","Geography","Humanas","Ciências Humanas","humanities",1,0.38356307,"Humanities",1,0.73474544,0,"Muito Baixa","Baixa produção",0,1,0,188,"UNIVERSIDADE FEDERAL DO AMAZONAS",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AM",2,1,1,0,0,0,0,"https://openalex.org/A5006667889","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
419,"Romulo Simoes Angelica","Masculino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","mineralogy",144,48.22054283499999,"Mineralogy",86,36.01659029,36,"Muito Alta","Alta produção",97,227,3638,188,"UNIVERSIDADE FEDERAL DO AMAZONAS",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AM",1,0,0,1,0,0,0,"https://openalex.org/A5000140082","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
420,"Suezilde da Conceição Amaral Ribeiro","Feminino","Biology","Humanas","Ciências Biológicas","humanities",35,8.580658693,"Humanities",32,16.96231808,9,"Média","Média produção",9,75,291,188,"UNIVERSIDADE FEDERAL DO AMAZONAS",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","AM",1,0,1,0,0,0,0,"https://openalex.org/A5072941450","2016 (CNPq 07/2016)","2016-2018","2016-2018",2
421,"Paulo Roberto Lacerda Tavares","Masculino","Physics","Humanas","Ciências Exatas e da Terra","humanities",13,6.26299208,"Humanities",13,6.809343150000001,4,"Baixa","Baixa produção",2,24,46,189,"UNIVERSIDADE FEDERAL DO CARIRI",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","CE",2,1,1,0,0,0,0,"https://openalex.org/A5084552937","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
422,"Thiago Mielle Brito Ferreira Oliveira","Masculino","Chemistry","Exatas","Ciências Exatas e da Terra","organic chemistry",58,26.85066543999999,"Organic chemistry",32,3.970806709999999,19,"Alta","Alta produção",28,71,1147,189,"UNIVERSIDADE FEDERAL DO CARIRI",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","CE",1,0,0,0,0,1,0,"https://openalex.org/A5082820357","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
423,"Vicente Helano Feitosa Batista Sobrinho","Masculino","Não classificado","Não classificado","Não aplicável","Não classificado",,,"Sem dados",,,,"Sem dados","Baixa produção",,,,189,"UNIVERSIDADE FEDERAL DO CARIRI",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","CE",1,0,0,1,0,0,0,"Sem dados","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
424,"Geanne Matos de Andrade","Feminino","Medicine","Multidisciplinar","Ciências da Saúde","pharmacology",93,37.15610511999998,"Pharmacology",66,32.17951317,38,"Muito Alta","Alta produção",72,124,4152,190,"UNIVERSIDADE FEDERAL DO CEARA",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","CE",3,0,1,1,1,0,0,"https://openalex.org/A5050453479","2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2016-2018; 2018-2020; 2020-2021","2016-2021",5
425,"Kalyne Leal","Feminino","Medicine","Exatas","Ciências da Saúde","biochemistry",105,34.93184651900002,"Biochemistry",76,17.160416641,34,"Muito Alta","Alta produção",79,137,3749,190,"UNIVERSIDADE FEDERAL DO CEARA",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","CE",1,0,0,0,0,1,0,"https://openalex.org/A5065679072","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
426,"Luiz Gonzaga de Franca Lopes","Masculino","Chemistry","Exatas","Ciências Exatas e da Terra","organic chemistry",151,95.91069399999996,"Organic chemistry",80,11.997684259,24,"Muito Alta","Alta produção",69,167,2109,190,"UNIVERSIDADE FEDERAL DO CEARA",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","CE",1,0,0,0,0,0,1,"https://openalex.org/A5048937421","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
427,"Cassiano Felippe Goncalves de Albuquerque","Masculino","Medicine","Saúde","Ciências da Saúde","internal medicine",63,28.80736502,"Internal medicine",50,17.202806359,25,"Muito Alta","Alta produção",41,80,1934,191,"UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",2,0,0,0,0,1,1,"https://openalex.org/A5001581827","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
428,"Evelyn Goyannes Dill Orrico","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",41,15.72158191,"Humanities",46,28.16512196999999,2,"Baixa","Baixa produção",0,61,26,191,"UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",2,0,0,1,1,0,0,"https://openalex.org/A5077703467","2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2018-2020; 2020-2021","2018-2021",3
429,"Naime Diane Sauaia Holanda Silva","Feminino","Medicine","Saúde","Ciências da Saúde","traditional medicine",5,1.54421478,"Traditional medicine",2,0.9539854400000001,1,"Muito Baixa","Baixa produção",1,6,19,192,"UNIVERSIDADE FEDERAL DO MARANHAO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","MA",1,0,0,0,0,0,1,"https://openalex.org/A5065779140","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
430,"Manoel Messias Ferreira Junior","Masculino","Não classificado","Não classificado","Não aplicável","Não classificado",,,"Sem dados",,,,"Sem dados","Baixa produção",,,,192,"UNIVERSIDADE FEDERAL DO MARANHAO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","MA",2,0,1,1,0,0,0,"Sem dados","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
431,"Alexandre César Muniz de Oliveira","Masculino","Computer science","Multidisciplinar","Ciências Exatas e da Terra","artificial intelligence",62,39.58187969999998,"Artificial intelligence",52,21.30165495,10,"Média","Média produção",11,66,500,192,"UNIVERSIDADE FEDERAL DO MARANHAO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","MA",2,1,1,0,0,0,0,"https://openalex.org/A5049640992","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
432,"Audirene Amorim Santana","Feminino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","food science",49,22.14412286,"Food science",27,9.841369445,10,"Média","Média produção",11,70,570,192,"UNIVERSIDADE FEDERAL DO MARANHAO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","MA",1,0,0,0,0,1,0,"https://openalex.org/A5076377560","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
433,"Davi Viana dos Santos","Masculino","Computer science","Multidisciplinar","Ciências Exatas e da Terra","programming language",130,72.20531029999998,"Programming language",64,3.57315503,13,"Alta","Alta produção",17,158,695,192,"UNIVERSIDADE FEDERAL DO MARANHAO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","MA",1,0,0,0,1,0,0,"https://openalex.org/A5032910388","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
434,"Patricia Silva Osorio","Feminino","Art","Humanas","Linguística, Letras e Artes","humanities",15,5.48792472,"Humanities",16,7.867972959999999,3,"Baixa","Baixa produção",1,21,39,193,"UNIVERSIDADE FEDERAL DO MATO GROSSO",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Centro-Oeste","MT",2,0,0,1,1,0,0,"https://openalex.org/A5005361896","2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2018-2020; 2020-2021","2018-2021",3
436,"Adna Luciana de Souza","Feminino","Medicine","Multidisciplinar","Ciências da Saúde","gerontology",12,5.6590085,"Gerontology",5,2.41019374,4,"Baixa","Baixa produção",4,13,545,195,"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","BA",2,0,0,0,1,1,0,"https://openalex.org/A5091266709","2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2020-2021; 2022-2024","2020-2024",4
437,"Dannuza Dias Cavalcante","Feminino","Chemistry","Exatas","Ciências Exatas e da Terra","organic chemistry",9,5.401745500000001,"Organic chemistry",7,0.142620084,6,"Média","Média produção",3,9,167,195,"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","BA",1,0,0,0,0,0,1,"https://openalex.org/A5010810334","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
438,"Valdeilson Souza Braga","Masculino","Chemistry","Multidisciplinar","Ciências Exatas e da Terra","forestry",1,0.6461546,"Forestry",1,0.32891983,1,"Muito Baixa","Baixa produção",0,2,1,195,"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","BA",1,0,0,1,0,0,0,"https://openalex.org/A5107665101","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
439,"Gabriel Brito Costa","Masculino","Geography","Multidisciplinar","Ciências Humanas","ecology",41,14.69252157,"Ecology",28,4.38347462,15,"Alta","Alta produção",16,83,678,196,"UNIVERSIDADE FEDERAL DO OESTE DO PARA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","PA",1,0,0,1,0,0,0,"https://openalex.org/A5021006953","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
440,"Bruno Braulino Batista","Masculino","Biology","Multidisciplinar","Ciências Biológicas","fishery",9,4.04263612,"Fishery",4,2.73718017,2,"Baixa","Baixa produção",2,12,45,196,"UNIVERSIDADE FEDERAL DO OESTE DO PARA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","PA",3,0,0,0,1,1,1,"https://openalex.org/A5003395107","2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2020-2021; 2022-2024; 2024-2027","2020-2027",7
441,"Antonio Humberto Hamad Minervino","Masculino","Biology","Multidisciplinar","Ciências Biológicas","animal science",163,77.23578480999996,"Animal science",73,34.80598965999999,25,"Muito Alta","Alta produção",68,198,2431,196,"UNIVERSIDADE FEDERAL DO OESTE DO PARA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","PA",1,0,1,0,0,0,0,"https://openalex.org/A5065057713","2016 (CNPq 07/2016)","2016-2018","2016-2018",2
442,"Delaine Sampaio da Silva","Feminino","Biology","Multidisciplinar","Ciências Biológicas","amazon rainforest",4,0.725605786,"Amazon rainforest",3,1.36308355,2,"Baixa","Baixa produção",2,5,146,196,"UNIVERSIDADE FEDERAL DO OESTE DO PARA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","PA",2,1,1,0,0,0,0,"https://openalex.org/A5002383326","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
443,"Keylla Maria de Sa Urtiga Aita","Feminino","Computer science","Humanas","Ciências Exatas e da Terra","humanities",6,3.18853772,"Humanities",6,3.3551555,2,"Baixa","Baixa produção",1,10,44,197,"UNIVERSIDADE FEDERAL DO PAIUI",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","PI",2,0,0,0,0,1,1,"https://openalex.org/A5013600336","2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2022-2024; 2024-2027","2022-2027",5
444,"Fabio Gallas Leivas","Masculino","Biology","Multidisciplinar","Ciências Biológicas","andrology",41,17.58771697,"Andrology",28,15.90766449,12,"Alta","Alta produção",14,44,418,37,"UNIVERSIDADE FEDERAL DO PAMPA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sul","RS",3,0,0,0,1,1,1,"https://openalex.org/A5027849709","2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2020-2021; 2022-2024; 2024-2027","2020-2027",7
445,"Daiana Silva de Ávila","Feminino","Biology","Exatas","Ciências Biológicas","biochemistry",119,46.89184569399999,"Biochemistry",102,28.105662556,36,"Muito Alta","Alta produção",92,176,4725,37,"UNIVERSIDADE FEDERAL DO PAMPA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sul","RS",2,1,1,0,0,0,0,"https://openalex.org/A5088443582","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
446,"Velci Queiróz de Souza","Masculino","Biology","Multidisciplinar","Ciências Biológicas","horticulture",262,121.376862035,"Horticulture",138,64.89028594000003,21,"Muito Alta","Alta produção",57,281,2323,37,"UNIVERSIDADE FEDERAL DO PAMPA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sul","RS",1,0,0,1,0,0,0,"https://openalex.org/A5002108774","2018 (CNPq 05/2018)","2018-2020","2018-2020",2
447,"Emmanuel Zagury Tourinho","Masculino","Psychology","Humanas","Ciências Humanas","humanities",79,39.41845750000002,"Humanities",45,21.45547204000001,17,"Alta","Alta produção",34,111,968,198,"UNIVERSIDADE FEDERAL DO PARA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Norte","PA",2,1,1,0,0,0,0,"https://openalex.org/A5014858236","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
448,"Edvaldo da Silva Trindade","Masculino","Biology","Exatas","Ciências Biológicas","biochemistry",83,30.2606177,"Biochemistry",65,19.09125851300001,25,"Muito Alta","Alta produção",65,105,1850,199,"UNIVERSIDADE FEDERAL DO PARANA",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sul","PR",1,0,0,0,0,0,1,"https://openalex.org/A5019787655","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
449,"Larissa Liz Odreski Ramina","Feminino","Não classificado","Não classificado","Não aplicável","Não classificado",,,"Sem dados",,,,"Sem dados","Baixa produção",,,,199,"UNIVERSIDADE FEDERAL DO PARANA",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sul","PR",2,0,0,1,0,1,0,"Sem dados","2018 (CNPq 05/2018); 2022 (CNPq 35/2022)","2018-2020; 2022-2024","2018-2024",6
450,"Jaíra Maria Alcobaça Gomes","Feminino","Geography","Humanas","Ciências Humanas","humanities",38,15.95117269,"Humanities",26,12.62635438,5,"Média","Média produção",2,68,91,200,"UNIVERSIDADE FEDERAL DO PIAUI",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","PI",2,1,1,0,0,0,0,"https://openalex.org/A5063818277","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016)","2014-2016; 2016-2018","2014-2018",4
451,"João Batista Lopes","Masculino","Biology","Multidisciplinar","Ciências Biológicas","animal science",153,51.66310878700001,"Animal science",116,58.03265081000001,17,"Alta","Alta produção",33,219,1210,200,"UNIVERSIDADE FEDERAL DO PIAUI",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","PI",2,0,0,1,1,0,0,"https://openalex.org/A5021672376","2018 (CNPq 05/2018); 2020 (CNPq 13/2020)","2018-2020; 2020-2021","2018-2021",3
452,"Soraia Barreto Aguiar Fonteles","Feminino","Biology","Multidisciplinar","Ciências Biológicas","fishery",14,8.03410958,"Fishery",8,1.48430859,4,"Baixa","Baixa produção",3,16,75,201,"UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","BA",5,0,1,1,1,1,1,"https://openalex.org/A5047227699","2016 (CNPq 07/2016); 2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022); 2024 (CNPq 07/2024)","2016-2018; 2018-2020; 2020-2021; 2022-2024; 2024-2027","2016-2027",11
453,"Kilder Leite Ribeiro","Masculino","Computer science","Multidisciplinar","Ciências Exatas e da Terra","digital transformation",1,0.5690355,"Digital transformation",1,0.5118424,0,"Muito Baixa","Baixa produção",0,1,0,201,"UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","BA",2,1,1,0,0,0,0,"https://openalex.org/A5116003809","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
454,"Denise Maria Guimarães Freire","Feminino","Chemistry","Exatas","Ciências Exatas e da Terra","organic chemistry",337,191.05419433,"Organic chemistry",234,56.843709287,63,"Muito Alta","Alta produção",241,396,13178,202,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",1,0,0,0,0,1,0,"https://openalex.org/A5020532230","2022 (CNPq 35/2022)","2022-2024","2022-2024",2
455,"Joao Ramos Torres de Mello Neto","Masculino","Não classificado","Não classificado","Não aplicável","Não classificado",,,"Sem dados",,,,"Sem dados","Baixa produção",,,,202,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",1,0,0,0,0,0,1,"Sem dados","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
456,"Márcia Rosana Cerioli","Feminino","Mathematics","Multidisciplinar","Ciências Exatas e da Terra","combinatorics",54,32.61576081,"Combinatorics",46,28.56012391,10,"Média","Média produção",13,56,309,202,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",1,0,0,0,1,0,0,"https://openalex.org/A5035781389","2020 (CNPq 13/2020)","2020-2021","2020-2021",1
457,"Carlos Frederico Bernardo Loureiro","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",98,32.887759542,"Humanities",97,53.87401381,10,"Média","Média produção",11,124,570,202,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",2,0,1,1,0,0,0,"https://openalex.org/A5039110365","2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2016-2018; 2018-2020","2016-2020",4
458,"Russolina Benedeta Zingali","Feminino","Biology","Exatas","Ciências Biológicas","biochemistry",170,75.81925001499997,"Biochemistry",151,52.04282345500001,43,"Muito Alta","Alta produção",118,201,6056,202,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sudeste","RJ",2,1,1,0,0,0,0,"https://openalex.org/A5046510304","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
459,"Ana Luiza Muccillo Baisch","Feminino","Medicine","Saúde","Ciências da Saúde","internal medicine",85,28.31737240500001,"Internal medicine",33,6.547942654999999,21,"Muito Alta","Alta produção",50,129,1771,203,"UNIVERSIDADE FEDERAL DO RIO GRANDE",4,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Sul","RS",2,1,1,0,0,0,0,"https://openalex.org/A5049166264","2014 (PIBIC-EM 2014-2016)","2014-2016","2014-2016",2
460,"Jorge Tarcisio da Rocha Falcao","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",55,16.48237615,"Humanities",49,25.89022561000001,9,"Média","Média produção",7,96,226,204,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","RN",3,1,1,1,0,0,0,"https://openalex.org/A5001917682","2014 (PIBIC-EM 2014-2016); 2016 (CNPq 07/2016); 2018 (CNPq 05/2018)","2014-2016; 2016-2018; 2018-2020","2014-2020",6
461,"Sérgio Ronaldo Granemann","Masculino","Philosophy","Humanas","Ciências Humanas","humanities",20,4.03125873,"Humanities",20,10.28250039,5,"Média","Média produção",2,33,73,204,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","RN",3,0,0,1,1,1,0,"https://openalex.org/A5058065946","2018 (CNPq 05/2018); 2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2018-2020; 2020-2021; 2022-2024","2018-2024",6
462,"Olivia Morais de Medeiros Neta","Feminino","Philosophy","Humanas","Ciências Humanas","humanities",117,41.32451551000002,"Humanities",141,82.02248492,6,"Média","Média produção",3,178,178,204,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","RN",1,0,0,0,0,0,1,"https://openalex.org/A5068979658","2024 (CNPq 07/2024)","2024-2027","2024-2027",3
463,"Elaine Cristina Gavioli","Feminino","Medicine","Saúde","Ciências da Saúde","internal medicine",106,34.5666612,"Internal medicine",86,34.446187306,30,"Muito Alta","Alta produção",84,117,3854,204,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",5,1,"IGC Alto","IES","publica_federal","IES Pública Federal",0,"PUBLICA","PUBLICA FEDERAL","Nordeste","RN",2,0,0,0,1,1,0,"https://openalex.org/A5075899873","2020 (CNPq 13/2020); 2022 (CNPq 35/2022)","2020-2021; 2022-2024","2020-2024",4
